SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_EmployedBarPassageRequiredFTLT,Funded_EmployedBarPassageRequiredFTST,Funded_EmployedBarPassageRequiredPTLT,Funded_EmployedBarPassageRequiredPTST,Funded_EmployedBarPassageRequiredTotalEmployed,Funded_EmployedJDAdvantageFTLT,Funded_EmployedJDAdvantageFTST,Funded_EmployedJDAdvantagePTLT,Funded_EmployedJDAdvantagePTST,Funded_EmployedJDAdvantageTotalEmployed,Funded_EmployedProfessionFTLT,Funded_EmployedProfessionFTST,Funded_EmployedProfessionPTLT,Funded_EmployedProfessionPTST,Funded_EmployedProfessionTotalEmployed,Funded_EmployedNonProfessionFTLT,Funded_EmployedNonProfessionFTST,Funded_EmployedNonProfessionPTLT,Funded_EmployedNonProfessionPTST,Funded_EmployedNonProfessionTotalEmployed,Funded_TotalFTLT,Funded_TotalFTST,Funded_TotalPTLT,Funded_TotalPTST,Funded_TotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Education-FTLT,Education-FTST,Education-PTLT,Education-PTST,Education,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCER UNIVERSITY,104,0,2,0,106,7,0,0,0,7,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,7,3,1,11,3,142,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,44,0,2,0,46,10,0,0,0,10,7,0,0,0,7,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,2,0,10,7,0,0,0,7,8,0,0,0,8,2,0,0,0,2,10,0,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,113,0,4,0,117,Georgia,97,Florida,5,Tennessee,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MIAMI, UNIVERSITY OF",273,49,1,4,327,44,5,4,1,54,11,1,1,1,14,2,0,0,0,2,0,0,0,0,0,17,0,26,8,13,461,2,40,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,42,2,0,0,0,2,94,5,3,4,106,36,1,0,0,37,11,0,0,0,11,11,0,0,0,11,6,0,0,0,6,9,0,0,0,9,16,1,0,0,17,6,0,0,0,6,64,5,1,2,72,39,21,0,0,60,14,16,0,0,30,6,2,0,0,8,13,4,0,0,17,0,0,0,0,0,3,0,2,0,5,0,0,0,0,0,330,55,6,6,397,Florida,273,District Of Columbia,23,New York,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICHIGAN STATE UNIVERSITY,120,6,4,1,131,50,3,7,18,78,12,0,5,0,17,2,0,3,0,5,4,0,0,0,4,11,0,1,28,16,291,1,0,0,1,2,8,0,0,17,25,2,0,0,0,2,0,0,0,0,0,11,0,0,18,29,6,0,0,0,6,50,1,3,0,54,7,0,1,0,8,12,0,0,0,12,9,0,0,0,9,5,0,0,0,5,6,0,0,0,6,2,1,0,0,3,3,0,2,0,5,39,7,3,1,50,20,0,2,2,24,3,0,1,15,19,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,15,0,6,1,22,2,0,1,0,3,188,9,19,19,235,Michigan,137,Illinois,15,New York,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MICHIGAN, UNIVERSITY OF",320,10,3,2,335,16,0,1,1,18,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6,0,7,16,4,388,3,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,12,0,0,0,0,0,13,0,0,1,14,6,0,0,0,6,5,0,0,0,5,5,0,0,0,5,26,0,0,0,26,33,0,1,0,34,109,0,0,0,109,5,0,0,0,5,23,0,1,0,24,27,1,0,0,28,35,8,1,2,46,33,1,0,0,34,13,0,0,0,13,1,0,0,0,4,1,0,1,0,2,3,0,0,0,3,338,10,4,3,358,New York,70,Illinois,49,Michigan,48,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MINNESOTA, UNIVERSITY OF",155,23,5,3,186,18,0,0,1,19,3,0,1,0,4,1,1,0,0,2,4,0,0,0,4,5,0,5,5,0,230,7,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,15,2,0,0,0,2,29,3,3,1,36,7,0,0,0,7,3,0,0,0,3,8,0,0,0,8,9,1,0,0,10,7,0,0,0,7,15,0,0,0,15,1,0,0,1,2,29,9,1,1,40,11,1,0,0,12,15,4,0,1,20,10,2,0,0,12,26,2,0,0,28,0,0,0,0,0,5,2,2,0,9,4,0,0,0,4,181,24,6,4,215,Minnesota,142,California,10,District Of Columbia,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISSISSIPPI COLLEGE,99,0,1,0,100,31,1,0,1,33,2,0,0,1,3,2,0,0,1,3,0,0,0,0,0,4,0,1,19,1,164,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,9,51,0,1,1,53,4,0,0,0,4,2,0,0,0,2,4,0,0,0,4,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,13,0,0,1,14,22,0,0,0,22,5,0,0,0,5,3,0,0,0,3,11,0,0,0,11,0,0,0,0,0,4,1,0,1,6,0,0,0,0,0,134,1,1,3,139,Mississippi,82,Louisiana,11,Alabama,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MISSISSIPPI, UNIVERSITY OF",99,1,4,0,104,10,3,1,0,14,8,0,1,0,9,2,0,1,0,3,0,0,0,0,0,6,0,6,18,5,165,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,4,34,1,1,0,36,12,0,0,0,12,6,0,0,0,6,1,0,0,0,1,7,0,0,0,7,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,9,1,3,0,13,16,2,0,0,18,3,0,1,0,4,6,0,0,0,6,9,0,0,0,9,1,0,0,0,1,3,0,1,0,4,1,0,0,0,1,119,4,7,0,130,Mississippi,76,Tennessee,14,Alabama,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MISSOURI, UNIVERSITY OF",100,4,2,0,106,16,0,4,3,23,0,0,0,0,0,2,1,0,2,5,1,0,0,0,1,1,0,1,6,4,147,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,6,27,3,1,0,31,8,0,0,0,8,4,0,0,0,4,3,0,0,0,3,1,0,0,0,1,4,0,0,0,4,7,0,0,0,7,2,0,0,1,3,15,1,1,4,21,24,1,0,0,25,9,0,1,0,10,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,3,0,3,1,0,0,0,1,119,5,6,5,135,Missouri,115,District Of Columbia,3,Georgia,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MISSOURI-KANSAS CITY, UNIVERSITY OF",101,4,0,0,105,14,8,3,0,25,4,1,2,0,7,0,0,1,0,1,0,0,0,0,0,3,1,4,7,0,153,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,6,49,2,2,0,53,10,0,0,0,10,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,8,0,0,0,8,0,0,0,0,0,14,10,3,0,27,7,1,0,0,8,6,0,1,0,7,1,0,0,0,1,9,0,0,0,9,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,119,13,6,0,138,Missouri,99,Kansas,24,California,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MONTANA, UNIVERSITY OF",50,0,3,0,53,2,2,0,0,4,5,0,0,0,5,1,0,1,0,2,0,0,0,0,0,6,0,2,9,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,18,0,0,0,18,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,7,5,2,1,0,8,4,0,0,0,4,4,0,0,0,4,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,4,0,64,Montana,53,Colorado,2,Alaska,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEBRASKA, UNIVERSITY OF",84,1,3,0,88,21,1,1,0,23,2,0,0,0,2,0,0,2,1,3,0,0,0,0,0,1,0,0,10,1,128,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,4,0,0,0,4,24,1,1,0,26,14,0,0,0,14,5,0,0,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,1,1,1,26,14,0,0,0,14,9,0,1,0,10,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,3,0,1,0,4,0,0,1,0,1,107,2,6,1,116,Nebraska,84,California,4,Utah,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW ENGLAND LAW | BOSTON,123,11,10,1,145,44,6,12,3,65,23,2,6,0,31,2,1,10,2,15,0,0,0,0,0,8,0,1,63,11,339,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,5,59,3,16,1,79,16,2,1,0,19,3,0,0,0,3,2,0,0,0,2,2,0,0,1,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,46,6,18,4,74,29,1,0,0,30,10,2,0,0,12,2,0,0,0,2,12,5,1,0,18,0,0,0,0,0,3,1,2,0,6,0,0,0,0,0,192,20,38,6,256,Massachusetts,187,New York,13,New Jersey,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW HAMPSHIRE UNIVERSITY OF,84,12,3,1,100,10,3,0,0,13,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,2,0,8,7,0,138,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,2,0,0,0,2,24,0,3,1,28,5,0,0,0,5,10,0,0,0,10,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,7,0,0,0,7,0,0,0,0,0,24,5,0,0,29,11,3,0,0,14,6,7,0,0,13,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,102,15,3,1,121,New Hampshire,34,Massachusetts,24,District Of Columbia,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW MEXICO, UNIVERSITY OF",80,0,5,0,85,3,1,3,1,8,2,0,2,1,5,0,1,0,1,2,0,0,0,1,1,7,1,2,8,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,21,0,4,1,26,7,0,0,0,7,9,0,0,0,9,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,1,1,7,17,1,2,1,21,11,0,3,0,14,3,0,0,0,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,85,2,10,4,101,New Mexico,87,Colorado,4,California,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW YORK LAW SCHOOL,238,6,12,23,279,94,9,15,11,129,32,3,1,1,37,13,3,11,8,35,1,0,0,0,1,10,2,9,82,17,601,0,0,0,17,17,4,1,0,1,6,0,0,0,0,0,0,0,0,0,0,4,1,0,18,23,1,0,0,0,1,104,2,17,19,142,17,0,1,1,19,18,0,0,3,21,13,0,1,0,14,13,0,0,0,13,4,1,0,0,5,12,0,0,0,12,3,0,1,0,4,107,14,15,13,149,34,2,0,3,39,18,1,1,4,24,5,0,0,0,5,15,0,0,0,15,0,0,0,0,0,10,1,2,0,13,4,0,1,0,5,378,21,39,43,481,New York,362,New Jersey,43,Unknown,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW YORK UNIVERSITY,439,0,1,0,440,23,0,0,0,23,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,7,0,4,4,0,482,58,0,0,0,58,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,62,0,0,0,62,0,0,0,0,0,6,0,0,0,6,3,0,1,0,4,0,0,0,0,0,1,0,0,0,1,21,0,0,0,21,32,0,0,0,32,234,0,0,0,234,0,0,0,0,0,23,0,1,0,24,35,0,0,0,35,69,0,0,0,69,27,0,0,0,27,10,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,465,0,2,0,467,New York,296,California,50,District of Columbia,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH CAROLINA CENTRAL UNIVERSITY,49,4,1,1,55,15,1,0,2,18,7,0,1,0,8,0,0,0,0,0,1,1,0,0,2,3,1,0,21,57,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,13,14,0,0,0,14,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,4,2,0,0,6,12,1,0,2,15,13,1,0,0,14,5,0,0,0,5,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,6,0,0,0,6,2,0,0,0,2,72,6,2,3,83,North Carolina,54,District Of Columbia,3,Virginia,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NORTH CAROLINA, UNIVERSITY OF",177,4,5,0,186,8,2,3,0,13,2,2,1,0,5,0,0,0,1,1,1,0,0,0,1,10,0,5,28,7,256,4,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,6,2,0,0,0,2,26,0,2,0,28,8,0,0,0,8,6,0,1,0,7,5,0,0,0,5,8,0,0,0,8,9,0,0,0,9,25,0,0,0,25,3,1,0,0,4,33,4,3,1,41,21,1,1,0,23,6,1,0,0,7,12,1,0,0,13,14,0,0,0,14,0,0,0,0,0,10,0,2,0,12,0,0,0,0,0,188,8,9,1,206,North Carolina,120,District Of Columbia,16,New York,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NORTH DAKOTA, UNIVERSITY OF",61,0,1,0,62,9,0,0,0,9,2,0,0,0,2,1,0,3,0,4,0,0,0,0,0,1,2,2,6,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,9,0,0,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,13,0,1,0,14,3,0,0,0,3,1,0,0,0,1,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,4,0,77,North Dakota,57,Minnesota,11,Colorado,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEASTERN UNIVERSITY,93,6,4,13,116,18,7,1,15,41,8,0,1,1,10,1,0,2,2,5,0,0,0,0,0,1,1,2,28,11,215,0,0,0,6,6,0,2,0,9,11,0,0,0,0,0,0,0,0,0,0,0,2,0,15,17,3,0,0,0,3,17,1,1,5,24,4,0,0,0,4,3,0,0,0,3,2,0,0,0,2,3,0,0,0,3,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,18,4,2,7,31,13,1,0,1,15,32,5,4,9,50,3,0,0,1,4,11,0,0,0,11,0,0,0,0,0,1,2,1,8,12,0,0,0,0,0,120,13,8,31,172,Massachusetts,121,California,9,New York,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN ILLINOIS UNIVERSITY,57,1,7,1,66,2,0,0,3,5,4,1,1,0,6,0,0,1,0,1,0,0,0,0,0,1,1,2,6,3,91,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,0,0,0,0,0,1,1,0,2,4,6,0,0,0,6,24,0,6,2,32,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,0,2,0,16,7,1,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,0,0,0,0,0,63,2,9,4,78,Illinois,66,Colorado,2,Wisconsin,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN KENTUCKY UNIVERSITY,71,0,0,1,72,33,1,1,0,35,12,2,3,1,18,2,1,1,0,4,0,0,0,0,0,1,0,3,19,10,162,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,36,0,0,0,36,12,0,1,0,13,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,25,2,3,1,31,16,0,0,0,16,10,1,1,0,12,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,118,4,5,2,129,Ohio,68,Kentucky,52,Indiana,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHWESTERN UNIVERSITY,225,0,9,2,236,28,0,1,1,30,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,2,2,12,2,295,1,0,9,0,10,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,10,1,12,1,0,0,0,1,10,0,1,0,11,5,0,1,0,6,4,0,1,0,5,9,0,0,0,9,7,0,0,0,7,11,0,0,0,11,127,0,0,0,127,0,0,0,0,0,35,0,1,2,38,12,0,1,0,13,9,0,4,0,13,19,0,0,0,19,5,0,1,0,6,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,255,0,10,3,268,Illinois,115,New York,44,California,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTRE DAME, UNIVERSITY OF",131,3,0,0,134,21,2,1,1,25,0,0,0,2,2,2,0,0,1,3,0,0,0,0,0,0,3,2,27,0,196,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,5,0,0,0,5,11,1,0,0,12,11,0,0,0,11,6,0,0,0,6,5,0,0,0,5,13,1,0,0,14,13,0,0,0,13,18,0,0,0,18,1,0,0,0,1,20,1,0,3,24,20,1,1,0,22,4,1,0,0,5,18,0,0,0,18,4,0,0,0,4,0,0,0,0,0,4,0,0,1,5,1,0,0,0,1,154,5,1,4,164,Illinois,25,California,21,Indiana,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA SOUTHEASTERN UNIVERSITY,202,3,9,7,221,30,2,6,1,39,13,0,3,0,16,6,0,0,2,8,0,0,0,0,0,12,0,4,54,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,101,2,8,4,115,38,1,2,0,41,15,0,1,1,17,9,0,0,0,9,5,1,0,1,7,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,29,1,5,4,39,25,0,2,0,27,12,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,251,5,18,10,284,Florida,248,New York,6,New Jersey,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHIO NORTHERN UNIVERSITY,57,5,2,0,64,7,1,0,0,8,2,1,0,0,3,1,0,0,0,1,0,0,0,0,0,2,1,1,12,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5,16,0,1,0,17,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,7,1,0,0,8,12,1,0,0,13,20,0,1,0,21,2,1,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,2,0,76,Ohio,38,Pennsylvania,10,Colorado,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHIO STATE UNIVERSITY,127,11,7,3,148,33,1,6,6,46,6,1,0,0,7,1,0,0,0,1,0,0,0,1,1,5,4,5,4,1,222,0,9,1,2,12,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,9,1,8,18,2,0,0,0,2,22,1,2,2,27,7,3,0,0,10,8,0,0,0,8,6,0,0,0,6,10,0,0,0,10,8,0,0,0,8,7,0,0,0,7,0,0,0,0,0,43,1,4,0,48,34,1,4,2,41,8,5,3,2,18,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,2,2,0,3,7,0,0,0,1,1,167,13,13,10,203,Ohio,137,District Of Columbia,9,New York,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
