SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
NEW ENGLAND LAW | BOSTON,127,4,3,1,135,52,4,4,1,61,16,1,5,0,22,5,0,4,1,10,0,0,0,0,0,10,1,1,34,25,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,12,48,1,5,0,54,9,0,0,0,9,7,0,1,0,8,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,3,0,0,0,3,0,0,0,1,1,53,5,8,1,67,29,0,0,0,29,16,2,0,0,18,0,0,0,0,0,11,1,0,0,12,0,0,0,0,0,6,0,2,0,8,0,0,0,0,0,200,9,16,3,228,Massachusetts,148,New York,17,New Jersey,10,4
NEW HAMPSHIRE UNIVERSITY OF,81,3,5,5,94,11,1,0,0,12,0,1,3,1,5,1,0,1,0,2,0,0,0,0,0,0,0,1,12,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,27,1,2,1,31,7,0,1,0,8,5,0,1,0,6,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,18,4,4,3,29,11,0,0,0,11,4,0,0,2,6,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,93,5,9,6,113,New Hampshire,50,Massachusetts,17,Virginia,8,0
"NEW MEXICO, UNIVERSITY OF",89,0,3,1,93,7,0,3,1,11,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,111,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,1,0,3,25,0,2,1,28,9,0,0,0,9,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,2,1,9,37,0,1,0,38,6,0,0,0,6,1,0,0,0,1,7,0,0,0,7,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,98,0,7,2,107,New Mexico,90,District of Columbia,5,Arizona,1,1
NEW YORK LAW SCHOOL,180,7,8,4,199,87,7,8,2,104,34,1,1,0,36,4,0,5,5,14,0,0,0,0,0,3,6,8,41,4,415,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,1,67,1,10,0,78,11,0,1,0,12,7,0,0,0,7,10,0,0,0,10,5,0,0,1,6,5,0,0,1,6,16,0,0,0,16,2,0,0,0,2,112,14,9,7,142,36,0,1,0,37,15,0,1,2,18,2,0,0,0,2,13,0,0,0,13,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,305,15,22,11,353,New York,287,New Jersey,36,Connecticut,4,3
NEW YORK UNIVERSITY,448,1,0,0,449,15,0,0,0,15,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,1,5,3,479,36,0,0,0,36,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,0,0,0,39,0,0,0,0,0,6,0,0,0,6,4,0,0,0,4,2,0,0,0,2,3,0,0,0,3,18,0,0,0,18,29,0,0,0,29,260,1,0,0,261,0,0,0,0,0,17,0,0,0,17,25,0,0,0,25,54,0,0,0,54,35,0,0,0,35,7,0,0,0,7,1,0,0,0,0,4,0,0,1,5,0,0,0,0,0,465,1,0,1,470,New York,336,California,36,District of Columbia,19,11
NORTH CAROLINA CENTRAL UNIVERSITY,58,6,1,3,68,8,3,2,1,14,15,1,0,0,16,0,1,1,1,3,0,0,0,0,0,4,0,0,20,17,142,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,0,1,7,22,1,1,1,25,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,5,0,0,0,5,16,6,1,2,25,16,0,1,0,17,4,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3,2,0,1,6,81,11,4,5,101,North Carolina,64,Virginia,5,Maryland,4,0
"NORTH CAROLINA, UNIVERSITY OF",170,4,1,0,175,17,5,1,0,23,3,1,3,0,7,1,0,0,1,2,0,0,0,0,0,4,0,2,27,3,243,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,0,1,33,1,0,0,34,7,0,0,0,7,5,0,0,0,5,6,0,0,0,6,10,0,0,0,10,6,0,0,0,6,30,0,0,0,30,0,0,0,0,0,23,7,3,1,34,23,0,1,0,24,14,1,0,0,15,16,0,0,0,16,11,0,0,0,11,0,0,0,0,0,6,1,1,0,8,0,0,0,0,0,191,10,5,1,207,North Carolina,140,New York,11,District of Columbia,10,1
"NORTH DAKOTA, UNIVERSITY OF",45,1,1,0,47,4,1,0,0,5,4,0,0,0,4,2,0,0,2,4,1,0,0,0,1,1,0,4,6,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,21,0,0,0,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,1,13,3,2,0,0,5,0,0,0,0,0,2,0,0,0,2,12,0,0,0,12,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,56,2,1,2,61,North Dakota,46,Minnesota,8,Pennsylvania,2,1
NORTHEASTERN UNIVERSITY,115,12,5,8,140,17,2,2,0,21,3,0,0,3,6,1,1,1,1,4,0,0,0,0,0,3,3,5,23,11,216,1,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,8,5,0,1,0,6,21,0,3,2,26,7,1,0,0,8,3,1,0,0,4,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,15,1,0,0,16,1,0,0,0,1,22,5,1,1,29,20,4,0,0,24,26,2,1,5,34,0,0,0,0,0,7,0,1,0,8,0,0,0,0,0,5,1,1,2,9,0,0,0,2,2,136,15,8,12,171,Massachusetts,91,New York,20,District of Columbia,9,3
NORTHERN ILLINOIS UNIVERSITY,60,2,2,0,64,13,1,5,0,19,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,7,1,99,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,2,32,0,5,0,37,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,2,0,13,18,1,1,0,20,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,76,3,8,0,87,Illinois,76,District Of Columbia,2,Florida,2,0
NORTHERN KENTUCKY UNIVERSITY,70,1,5,1,77,37,3,2,0,42,13,0,2,0,15,0,0,1,0,1,0,0,0,0,0,1,2,1,12,5,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,29,0,4,0,33,4,0,1,0,5,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,34,4,3,0,41,22,0,1,0,23,5,0,0,1,6,4,0,0,0,4,5,0,0,0,5,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,120,4,10,1,135,Kentucky,65,Ohio,56,Tennessee,3,1
NORTHWESTERN UNIVERSITY,237,1,3,0,241,25,1,0,1,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,16,0,291,9,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,10,1,0,0,0,1,3,0,1,0,4,1,1,0,0,2,4,0,1,0,5,8,0,0,0,8,7,1,0,0,8,20,0,0,0,20,135,0,1,0,136,0,0,0,0,0,22,0,0,1,23,14,0,0,0,14,10,0,0,1,11,27,0,0,0,27,7,0,0,0,7,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,262,2,3,2,269,Illinois,105,New York,44,California,36,9
"NOTRE DAME, UNIVERSITY OF",141,6,0,0,147,12,2,0,0,14,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,179,22,1,0,0,23,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,24,2,0,0,26,0,0,0,0,0,7,3,0,0,10,7,1,0,0,8,7,0,0,0,7,6,0,0,0,6,15,1,0,0,16,11,0,0,0,11,27,0,0,0,27,0,0,0,0,0,14,0,0,0,14,28,1,0,1,30,11,1,0,0,12,14,1,0,0,15,7,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,155,8,0,1,164,Illinois,26,New York,19,Michigan,14,1
NOVA SOUTHEASTERN UNIVERSITY,174,4,4,3,185,14,5,2,5,26,11,1,1,3,16,6,2,1,6,15,0,0,0,0,0,7,1,4,26,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,74,5,4,4,87,20,0,0,0,20,7,0,0,0,7,7,0,0,0,7,10,0,0,0,10,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,35,5,3,11,54,24,1,1,1,27,9,0,0,1,10,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,205,12,8,17,242,Florida,226,New Jersey,4,Illinois,2,1
OHIO NORTHERN UNIVERSITY,44,2,1,1,48,11,0,0,2,13,2,0,0,0,2,0,0,0,10,10,1,0,0,0,1,0,1,1,15,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,22,1,0,0,23,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,0,13,24,11,0,1,0,12,0,0,0,0,0,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,58,2,1,13,74,Ohio,36,Pennsylvania,7,Indiana,6,0
OHIO STATE UNIVERSITY,155,5,3,5,168,32,1,0,2,35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,1,210,3,2,0,3,8,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,5,2,0,5,12,1,1,2,1,5,24,0,0,3,27,7,0,0,0,7,8,0,0,0,8,8,1,0,0,9,12,0,0,0,12,13,0,0,0,13,12,0,0,0,12,0,0,0,0,0,52,1,1,0,54,31,2,1,0,34,7,0,0,0,7,4,1,0,1,6,4,0,0,0,4,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0,187,6,4,7,204,Ohio,149,New York,7,District Of Columbia,6,0
OKLAHOMA CITY UNIVERSITY,103,1,1,0,105,38,0,0,0,38,3,0,0,0,3,0,0,1,1,2,0,0,0,0,0,2,0,2,7,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,10,52,0,0,0,52,14,0,0,0,14,1,0,0,0,1,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,36,0,1,1,38,25,0,1,0,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,2,1,148,Oklahoma,112,Texas,24,Arizona,1,0
"OKLAHOMA, UNIVERSITY OF",98,4,5,0,107,15,0,0,0,15,7,0,1,0,8,0,0,0,0,0,0,0,0,0,0,2,0,1,10,0,143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,40,2,4,0,46,13,0,0,0,13,3,0,0,0,3,2,1,0,0,3,6,0,0,0,6,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,18,0,2,0,20,20,0,0,0,20,3,0,0,0,3,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,120,4,6,0,130,Oklahoma,83,Texas,30,Missouri,4,0
"OREGON, UNIVERSITY OF",88,3,1,4,96,22,2,2,19,45,3,0,0,1,4,0,2,1,0,3,0,0,0,0,0,5,2,0,24,5,184,1,0,0,3,4,3,0,0,15,18,0,0,0,0,0,0,0,0,0,0,4,0,0,18,22,4,0,0,2,6,20,0,0,0,20,7,0,0,0,7,3,0,0,0,3,3,0,0,0,3,2,1,0,0,3,1,0,0,0,1,2,1,0,0,3,2,0,0,0,2,14,2,0,3,19,12,3,2,4,21,12,0,1,5,18,2,0,0,0,2,26,0,0,0,26,0,0,0,0,0,3,0,0,10,13,0,0,1,0,1,113,7,4,24,148,Oregon,94,California,11,Washington,9,3
PACE UNIVERSITY,127,3,2,7,139,22,0,2,1,25,10,0,2,1,13,1,0,3,0,4,0,0,0,0,0,2,0,2,29,3,217,5,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,9,5,0,0,0,5,39,1,2,2,44,16,0,0,0,16,4,0,1,0,5,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,4,0,1,0,5,36,1,3,2,42,16,0,0,4,20,18,0,0,1,19,3,0,0,0,3,7,1,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,160,3,9,9,181,New York,89,Connecticut,8,New Jersey,7,0
PENNSYLVANIA STATE UNIVERSITY,116,0,2,3,121,11,1,0,0,12,4,0,0,1,5,0,1,2,0,3,0,0,0,0,0,6,10,2,14,3,176,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,0,1,19,1,2,1,23,9,0,0,0,9,9,0,0,0,9,4,0,0,0,4,6,0,0,0,6,2,0,0,0,2,6,0,0,0,6,1,0,0,0,1,20,1,2,0,23,20,0,0,0,20,5,0,0,1,6,5,0,0,0,5,23,0,0,0,23,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,131,2,4,4,141,Pennsylvania,72,New York,9,Delaware,5,2
"PENNSYLVANIA, UNIVERSITY OF",263,0,1,0,264,9,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,278,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,1,0,1,4,0,0,0,4,5,0,0,0,5,4,0,0,0,4,1,0,0,0,1,13,0,0,0,13,24,0,0,0,24,158,0,0,0,158,0,0,0,0,0,10,0,0,0,10,9,0,0,0,9,9,1,0,0,10,22,0,0,0,22,10,0,0,0,10,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,272,1,1,0,275,New York,123,Pennsylvania,37,District of Columbia,31,4
PEPPERDINE UNIVERSITY,97,1,5,3,106,21,4,4,14,43,2,1,1,1,5,0,1,1,1,3,0,0,0,0,0,4,7,2,27,1,198,0,0,0,0,0,1,1,0,11,13,0,0,0,0,0,0,0,0,0,0,1,1,0,11,13,5,0,0,0,5,32,0,5,3,40,9,1,0,0,10,7,0,0,0,7,5,0,0,0,5,3,0,0,0,3,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,19,4,4,1,28,16,0,0,1,17,0,1,1,2,4,8,0,0,0,8,7,0,0,0,7,0,0,0,0,0,2,1,1,12,16,0,0,0,0,0,120,7,11,19,157,California,113,Texas,6,Ohio,4,2
"PITTSBURGH, UNIVERSITY OF",116,3,4,1,124,42,8,2,1,53,6,0,0,0,6,1,0,3,0,4,0,0,0,0,0,2,4,2,22,4,221,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,5,37,0,2,1,40,8,0,1,0,9,10,0,0,0,10,2,0,0,0,2,8,0,0,0,8,2,0,0,0,2,11,1,0,0,12,0,0,0,0,0,51,9,4,0,64,13,0,0,0,13,5,0,1,1,7,4,0,0,0,4,9,0,0,0,9,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,165,11,9,2,187,Pennsylvania,134,New York,9,Virginia,5,1
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,12,14,0,2,28,1,6,2,2,11,26,6,2,2,36,1,1,2,1,5,0,0,0,0,0,3,0,2,118,17,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,3,12,2,3,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,3,3,29,10,3,1,0,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,40,27,6,7,80,Puerto Rico,79,Texas,1,Virginia,5,0
"PUERTO RICO, UNIVERSITY OF",33,2,0,1,36,32,6,7,4,49,21,1,1,2,25,2,0,1,1,4,0,0,0,0,0,0,2,2,44,39,201,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,0,1,4,19,4,3,3,29,2,0,0,0,2,1,0,0,0,1,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,30,1,4,3,38,13,3,1,1,18,0,0,1,0,1,0,0,0,0,0,7,0,0,0,7,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,88,9,9,8,114,Puerto Rico,106,Florida,2,US Territories,1,1
QUINNIPIAC UNIVERSITY,48,1,4,1,54,18,2,2,4,26,8,0,1,0,9,2,1,1,0,4,0,0,0,0,0,2,1,1,14,2,113,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,1,18,0,3,3,24,7,0,0,0,7,6,0,0,0,6,3,1,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21,0,2,0,23,12,1,0,1,14,2,0,0,1,3,0,0,1,0,1,3,0,0,0,3,0,0,0,0,0,1,2,1,0,4,0,0,0,0,0,76,4,8,5,93,Connecticut,70,New York,6,Massachusetts,4,0
REGENT UNIVERSITY,58,2,3,2,65,19,1,2,2,24,1,0,0,0,1,0,1,5,2,8,0,0,0,0,0,1,0,3,12,8,122,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,4,18,0,1,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,4,17,0,4,4,25,13,0,0,0,13,9,0,0,0,9,5,0,0,0,5,5,1,0,0,6,0,0,0,0,0,3,1,1,1,6,1,0,3,1,5,78,4,10,6,98,Virginia,30,New York,5,District of Columbia,4,0
"RICHMOND, UNIVERSITY OF",87,3,2,0,92,35,0,2,2,39,4,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,0,1,0,5,21,0,0,0,21,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,5,0,0,0,5,6,0,0,0,6,1,0,0,0,1,35,2,2,1,40,21,0,1,0,22,2,0,0,0,2,8,0,0,0,8,17,1,1,0,19,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,126,3,6,3,138,Virginia,106,District of Columbia,7,Maryland,3,5
ROGER WILLIAMS UNIVERSITY,80,7,1,0,88,15,3,0,2,20,11,2,2,1,16,1,0,2,0,3,0,0,0,0,0,4,3,4,24,11,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,32,0,1,2,35,6,2,0,0,8,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,26,8,2,0,36,12,1,0,0,13,5,0,1,0,6,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,107,12,5,3,127,Rhode Island,51,Massachusetts,27,Connecticut,12,0
RUTGERS UNIVERSITY-CAMDEN,182,8,6,4,200,18,3,2,1,24,11,1,2,1,15,0,1,1,0,2,0,0,0,0,0,9,0,7,34,5,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,32,6,5,4,47,3,0,0,0,3,5,0,1,0,6,7,0,0,0,7,4,1,0,0,5,5,0,0,0,5,9,0,0,0,9,0,0,0,0,0,25,6,2,1,34,9,0,0,0,9,3,0,1,0,4,7,0,1,0,8,98,0,0,0,98,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,211,13,11,6,241,New Jersey,172,Pennsylvania,34,Delaware,9,0
RUTGERS UNIVERSITY-NEWARK,148,4,0,0,152,24,0,1,1,26,18,1,1,0,20,0,0,1,0,1,0,0,0,0,0,3,1,2,16,6,227,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,22,1,0,0,23,5,0,0,1,6,3,0,0,0,3,4,0,0,0,4,5,0,0,0,5,7,0,0,0,7,17,0,0,0,17,0,0,0,0,0,31,4,3,0,38,21,0,0,0,21,4,0,0,0,4,5,0,0,0,5,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,5,3,1,199,New Jersey,135,New York,49,District of Columbia,3,1
SAINT LOUIS UNIVERSITY,167,7,3,1,178,42,1,1,0,44,8,1,2,0,11,0,0,1,0,1,0,0,0,0,0,6,0,7,20,0,267,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,4,58,1,2,1,62,19,1,0,0,20,11,0,0,0,11,1,0,0,0,1,22,0,0,0,22,8,0,0,0,8,3,0,0,0,3,0,0,0,0,0,44,6,2,0,52,30,1,2,0,33,9,0,0,0,9,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,217,9,7,1,234,Missouri,161,Illinois,39,Colorado,4,1
SAMFORD UNIVERSITY,77,4,4,0,85,9,1,1,2,13,2,1,1,0,4,1,1,2,3,7,0,0,0,0,0,7,1,3,14,2,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,28,1,2,1,32,5,0,0,0,5,5,0,0,0,5,4,1,0,1,6,3,1,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,4,6,3,26,14,0,0,0,14,1,0,0,0,1,1,0,0,0,1,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,7,8,5,109,Alabama,63,Georgia,13,Tennessee,10,0
"SAN DIEGO, UNIVERSITY OF",130,10,17,11,168,27,1,2,1,31,5,0,2,0,7,2,0,6,0,8,0,0,0,1,1,3,6,5,38,1,268,2,4,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,9,3,0,3,0,6,35,0,9,7,51,10,0,1,0,11,9,0,0,0,9,11,0,1,0,12,9,0,0,0,9,1,0,0,0,1,19,0,0,0,19,1,0,0,0,1,36,4,7,1,48,20,6,0,0,26,5,1,5,2,13,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,2,3,0,0,1,1,2,164,11,27,13,215,California,184,Arizona,4,Nevada,4,0
"SAN FRANCISCO, UNIVERSITY OF",65,4,3,1,73,27,5,4,5,41,5,0,1,1,7,2,0,1,0,3,0,0,0,0,0,4,9,7,48,5,197,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,25,2,5,2,34,11,0,1,0,12,5,1,0,0,6,3,0,0,0,3,1,0,0,2,3,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,24,2,2,1,29,12,0,0,0,12,4,3,1,1,9,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,99,9,9,7,124,California,111,New York,2,Oregon,2,2
